anio,num_partido,fecha,etapa,local,visitante,goles_local,goles_visitante,tiempo_extra,penales,penales_local,penales_visitante
2014,24,20-Jun-2014,"1ra Ronda, Grupo D",Italia,Costa Rica,0,1,NO,NO,,
2014,25,20-Jun-2014,"1ra Ronda, Grupo E",Suiza,Francia,2,5,NO,NO,,
2014,26,20-Jun-2014,"1ra Ronda, Grupo E",Honduras,Ecuador,1,2,NO,NO,,
2014,27,21-Jun-2014,"1ra Ronda, Grupo F",Argentina,Irán,1,0,NO,NO,,
2014,28,21-Jun-2014,"1ra Ronda, Grupo F",Nigeria,Bosnia-Herzegovina,1,0,NO,NO,,
2014,29,21-Jun-2014,"1ra Ronda, Grupo G",Alemania,Ghana,2,2,NO,NO,,
2014,30,22-Jun-2014,"1ra Ronda, Grupo G",Estados Unidos,Portugal,2,2,NO,NO,,
2014,31,22-Jun-2014,"1ra Ronda, Grupo H",Bélgica,Rusia,1,0,NO,NO,,
2014,32,22-Jun-2014,"1ra Ronda, Grupo H",Corea del Sur,Argelia,2,4,NO,NO,,
2014,33,23-Jun-2014,"1ra Ronda, Grupo A",Camerún,Brasil,1,4,NO,NO,,
2014,34,23-Jun-2014,"1ra Ronda, Grupo A",Croacia,México,1,3,NO,NO,,
2014,35,23-Jun-2014,"1ra Ronda, Grupo B",Australia,España,0,3,NO,NO,,
2014,36,23-Jun-2014,"1ra Ronda, Grupo B",Paises Bajos,Chile,2,0,NO,NO,,
2014,37,24-Jun-2014,"1ra Ronda, Grupo C",Japón,Colombia,1,4,NO,NO,,
2014,38,24-Jun-2014,"1ra Ronda, Grupo C",Grecia,Costa de Marfil,2,1,NO,NO,,
2014,39,24-Jun-2014,"1ra Ronda, Grupo D",Italia,Uruguay,0,1,NO,NO,,
2014,40,24-Jun-2014,"1ra Ronda, Grupo D",Costa Rica,Inglaterra,0,0,NO,NO,,
2014,41,25-Jun-2014,"1ra Ronda, Grupo E",Honduras,Suiza,0,3,NO,NO,,
2014,42,25-Jun-2014,"1ra Ronda, Grupo E",Ecuador,Francia,0,0,NO,NO,,
2014,43,25-Jun-2014,"1ra Ronda, Grupo F",Nigeria,Argentina,2,3,NO,NO,,
2014,44,25-Jun-2014,"1ra Ronda, Grupo F",Bosnia-Herzegovina,Irán,3,1,NO,NO,,
2014,45,26-Jun-2014,"1ra Ronda, Grupo G",Estados Unidos,Alemania,0,1,NO,NO,,
2014,46,26-Jun-2014,"1ra Ronda, Grupo G",Portugal,Ghana,2,1,NO,NO,,
2014,47,26-Jun-2014,"1ra Ronda, Grupo H",Corea del Sur,Bélgica,0,1,NO,NO,,
2014,48,26-Jun-2014,"1ra Ronda, Grupo H",Argelia,Rusia,1,1,NO,NO,,
2014,49,28-Jun-2014,Octavos,Brasil,Chile,1,1,SI,SI,3,2
2014,50,28-Jun-2014,Octavos,Colombia,Uruguay,2,0,NO,NO,,
2014,51,29-Jun-2014,Octavos,Paises Bajos,México,2,1,NO,NO,,
2014,52,29-Jun-2014,Octavos,Costa Rica,Grecia,1,1,SI,SI,5,3
2014,53,30-Jun-2014,Octavos,Francia,Nigeria,2,0,NO,NO,,
2014,54,30-Jun-2014,Octavos,Alemania,Argelia,2,1,SI,NO,,
2014,55,01-Jul-2014,Octavos,Argentina,Suiza,1,0,SI,NO,,
2014,56,01-Jul-2014,Octavos,Bélgica,Estados Unidos,2,1,SI,NO,,
2014,57,04-Jul-2014,Cuartos,Brasil,Colombia,2,1,NO,NO,,
2014,58,04-Jul-2014,Cuartos,Francia,Alemania,0,1,NO,NO,,
2014,59,05-Jul-2014,Cuartos,Paises Bajos,Costa Rica,0,0,SI,SI,4,3
2014,60,05-Jul-2014,Cuartos,Argentina,Bélgica,1,0,NO,NO,,
2014,61,08-Jul-2014,Semis,Brasil,Alemania,1,7,NO,NO,,
2014,62,09-Jul-2014,Semis,Paises Bajos,Argentina,0,0,SI,SI,2,4
2014,63,12-Jul-2014,3er Puesto,Brasil,Paises Bajos,0,3,NO,NO,,
2014,64,13-Jul-2014,Final,Alemania,Argentina,1,0,SI,NO,,
