anio,grupo,num_partido,fecha,local,visitante,equipo,minuto,jugador,es_penal
2014,Grupo E,3,20-Jun-2014,Suiza,Francia,Francia,67,Karim Benzema,NO
2014,Grupo E,3,20-Jun-2014,Suiza,Francia,Francia,73,Moussa Sissoko,NO
2014,Grupo E,4,20-Jun-2014,Honduras,Ecuador,Ecuador,34,Enner Valencia,NO
2014,Grupo E,4,20-Jun-2014,Honduras,Ecuador,Ecuador,65,Enner Valencia,NO
2014,Grupo E,5,25-Jun-2014,Honduras,Suiza,Suiza,6,Xherdan Shaqiri,NO
2014,Grupo E,5,25-Jun-2014,Honduras,Suiza,Suiza,31,Xherdan Shaqiri,NO
2014,Grupo E,5,25-Jun-2014,Honduras,Suiza,Suiza,71,Xherdan Shaqiri,NO
2014,Grupo F,1,15-Jun-2014,Argentina,Bosnia-Herzegovina,Bosnia-Herzegovina,84,Vedad Ibisevic,NO
2014,Grupo F,5,25-Jun-2014,Nigeria,Argentina,Argentina,3,Lionel Messi,NO
2014,Grupo F,5,25-Jun-2014,Nigeria,Argentina,Argentina,45,Lionel Messi,NO
2014,Grupo F,5,25-Jun-2014,Nigeria,Argentina,Argentina,50,Marcos Rojo,NO
2014,Grupo F,6,25-Jun-2014,Bosnia-Herzegovina,Irán,Irán,82,Reza Ghoochannejhad,NO
2014,Grupo G,2,16-Jun-2014,Ghana,Estados Unidos,Estados Unidos,1,Clint Dempsey,NO
2014,Grupo G,2,16-Jun-2014,Ghana,Estados Unidos,Estados Unidos,86,John Anthony Brooks,NO
2014,Grupo G,3,21-Jun-2014,Alemania,Ghana,Ghana,54,Andre Ayew,NO
2014,Grupo G,3,21-Jun-2014,Alemania,Ghana,Ghana,63,Asamoah Gyan,NO
2014,Grupo G,4,22-Jun-2014,Estados Unidos,Portugal,Portugal,5,Nani,NO
2014,Grupo G,4,22-Jun-2014,Estados Unidos,Portugal,Portugal,90,Silvestre Varela,NO
2014,Grupo G,5,26-Jun-2014,Estados Unidos,Alemania,Alemania,55,Thomas Müller,NO
2014,Grupo G,6,26-Jun-2014,Portugal,Ghana,Ghana,57,Asamoah Gyan,NO
2014,Grupo H,1,17-Jun-2014,Bélgica,Argelia,Argelia,25,Sofiane Feghouli,SI
2014,Grupo H,2,17-Jun-2014,Rusia,Corea del Sur,Corea del Sur,68,Keun-Ho Lee,NO
2014,Grupo H,4,22-Jun-2014,Corea del Sur,Argelia,Argelia,26,Islam Slimani,NO
2014,Grupo H,4,22-Jun-2014,Corea del Sur,Argelia,Argelia,28,Rafik Halliche,NO
2014,Grupo H,4,22-Jun-2014,Corea del Sur,Argelia,Argelia,38,Abdelmoumene Djabou,NO
2014,Grupo H,4,22-Jun-2014,Corea del Sur,Argelia,Argelia,62,Yacine Brahimi,NO
2014,Grupo H,5,26-Jun-2014,Corea del Sur,Bélgica,Bélgica,78,Jan Vertonghen,NO
2014,Grupo H,6,26-Jun-2014,Argelia,Rusia,Rusia,6,Alexander Kokorin,NO
