id_gol,id_partido,anio,id_seleccion,equipo,id_jugador,jugador,minuto,es_penal,es_autogol
988,486,1978,11,Brasil,1785,Roberto Dinamite,40,NO,NO
989,487,1978,34,España,4867,Juan Manuel Asensi,75,NO,NO
990,488,1978,60,Paises Bajos,6467,Rob Rensenbrink,40,SI,NO
991,488,1978,60,Paises Bajos,6467,Rob Rensenbrink,62,NO,NO
992,488,1978,60,Paises Bajos,6467,Rob Rensenbrink,79,SI,NO
993,489,1978,63,Perú,2148,Cesar Cueto,43,NO,NO
994,489,1978,63,Perú,2147,Teofilo Cubillas,71,NO,NO
995,489,1978,63,Perú,2147,Teofilo Cubillas,77,NO,NO
996,489,1978,31,Escocia,2356,Joe Jordan,14,NO,NO
997,490,1978,31,Escocia,4102,Andranik Eskandarian,43,NO,SI
998,490,1978,48,Irán,4096,Iraj Danayfar,60,NO,NO
999,492,1978,31,Escocia,2314,Kenny Dalglish,44,NO,NO
1000,492,1978,31,Escocia,2328,Archie Gemmill,47,SI,NO
1001,492,1978,31,Escocia,2328,Archie Gemmill,68,NO,NO
1002,492,1978,60,Paises Bajos,6467,Rob Rensenbrink,34,SI,NO
1003,492,1978,60,Paises Bajos,6468,Johnny Rep,71,NO,NO
1004,493,1978,63,Perú,2222,Jose Velasquez,2,NO,NO
1005,493,1978,63,Perú,2147,Teofilo Cubillas,36,SI,NO
1006,493,1978,63,Perú,2147,Teofilo Cubillas,39,SI,NO
1007,493,1978,63,Perú,2147,Teofilo Cubillas,79,NO,NO
1008,493,1978,48,Irán,4169,Hassan Rowshan,41,NO,NO
1009,495,1978,60,Paises Bajos,6373,Ernie Brandts,6,NO,NO
1010,495,1978,60,Paises Bajos,6467,Rob Rensenbrink,35,SI,NO
1011,495,1978,60,Paises Bajos,6468,Johnny Rep,36,NO,NO
1012,495,1978,60,Paises Bajos,6468,Johnny Rep,53,NO,NO
1013,495,1978,60,Paises Bajos,6500,Willy Van De Kerkhof,82,NO,NO
1014,495,1978,8,Austria,4614,Erich Obermayer,79,NO,NO
1015,496,1978,,Alemania Occidental,6035,Ruediger Abramczik,3,NO,NO
1016,496,1978,,Alemania Occidental,6222,Dieter Mueller,70,NO,NO
1017,496,1978,60,Paises Bajos,6410,Arie Haan,27,NO,NO
1018,496,1978,60,Paises Bajos,6499,Rene Van De Kerkhof,84,NO,NO
1019,497,1978,51,Italia,5752,Paolo Rossi,14,NO,NO
1020,498,1978,8,Austria,6307,Berti Vogts,59,NO,SI
1021,498,1978,8,Austria,4603,Hans Krankl,66,NO,NO
1022,498,1978,8,Austria,4603,Hans Krankl,87,NO,NO
1023,498,1978,,Alemania Occidental,6265,Karl-Heinz Rummenigge,19,NO,NO
1024,498,1978,,Alemania Occidental,6140,Bernd Hoelzenbein,68,NO,NO
1025,499,1978,60,Paises Bajos,6373,Ernie Brandts,50,NO,NO
1026,499,1978,60,Paises Bajos,6410,Arie Haan,75,NO,NO
1027,499,1978,51,Italia,6373,Ernie Brandts,18,NO,SI
1028,500,1978,6,Argentina,5290,Mario Kempes,16,NO,NO
1029,500,1978,6,Argentina,5290,Mario Kempes,71,NO,NO
1030,501,1978,11,Brasil,1598,Dirceu,15,NO,NO
1031,501,1978,11,Brasil,1598,Dirceu,28,NO,NO
1032,501,1978,11,Brasil,1843,Zico,73,SI,NO
1033,503,1978,64,Polonia,3160,Andrzej Szarmach,65,NO,NO
1034,504,1978,6,Argentina,5290,Mario Kempes,21,NO,NO
1035,504,1978,6,Argentina,5420,Alberto Tarantini,43,NO,NO
1036,504,1978,6,Argentina,5290,Mario Kempes,48,NO,NO
1037,504,1978,6,Argentina,5304,Leopoldo Luque,50,NO,NO
1038,504,1978,6,Argentina,5283,Rene Houseman,67,NO,NO
1039,504,1978,6,Argentina,5304,Leopoldo Luque,72,NO,NO
1040,505,1978,11,Brasil,1733,Nelinho,12,NO,NO
1041,505,1978,11,Brasil,1785,Roberto Dinamite,57,NO,NO
1042,505,1978,11,Brasil,1785,Roberto Dinamite,63,NO,NO
1043,505,1978,64,Polonia,3110,Grzegorz Lato,45,NO,NO
1044,544,1978,11,Brasil,1733,Nelinho,64,NO,NO
1045,544,1978,11,Brasil,1598,Dirceu,72,NO,NO
1046,544,1978,51,Italia,5579,Franco Causio,38,NO,NO
1047,544,1978,6,Argentina,5290,Mario Kempes,38,NO,NO
1048,544,1978,6,Argentina,5290,Mario Kempes,105,NO,NO
1049,544,1978,6,Argentina,5186,Daniel Bertoni,116,NO,NO
1050,544,1978,60,Paises Bajos,6451,Dick Nanninga,82,NO,NO
1051,545,1982,64,Polonia,3035,Zbigniew Boniek,4,NO,NO
1052,545,1982,64,Polonia,3035,Zbigniew Boniek,26,NO,NO
1053,545,1982,64,Polonia,3035,Zbigniew Boniek,53,NO,NO
1054,546,1982,,URSS,368,Khoren Oganesian,48,NO,NO
1055,549,1982,,Alemania Occidental,6202,Pierre Littbarski,50,NO,NO
1056,549,1982,,Alemania Occidental,6093,Klaus Fischer,75,NO,NO
1057,549,1982,34,España,5097,Jesus Zamora,82,NO,NO
1058,551,1982,51,Italia,5772,Marco Tardelli,57,NO,NO
1059,551,1982,51,Italia,5563,Antonio Cabrini,67,NO,NO
1060,551,1982,6,Argentina,5350,Daniel Passarella,83,NO,NO
1061,552,1982,6,Argentina,5240,Ramon Diaz,89,NO,NO
1062,552,1982,11,Brasil,1843,Zico,11,NO,NO
1063,552,1982,11,Brasil,1801,Serginho,66,NO,NO
1064,552,1982,11,Brasil,1680,Junior,75,NO,NO
1065,553,1982,51,Italia,5752,Paolo Rossi,5,NO,NO
1066,553,1982,51,Italia,5752,Paolo Rossi,25,NO,NO
1067,553,1982,51,Italia,5752,Paolo Rossi,74,NO,NO
1068,553,1982,11,Brasil,1805,Socrates,12,NO,NO
1069,553,1982,11,Brasil,1623,Falcao,68,NO,NO
1070,554,1982,36,Francia,3918,Bernard Genghini,39,NO,NO
1071,555,1982,8,Austria,4620,Bruno Pezzey,50,NO,NO
1072,555,1982,8,Austria,4582,Reinhold Hintermaier,68,NO,NO
1073,555,1982,47,Irlanda del Norte,2247,Billy Hamilton,27,NO,NO
1074,555,1982,47,Irlanda del Norte,2247,Billy Hamilton,75,NO,NO
1075,556,1982,36,Francia,3922,Alain Giresse,33,NO,NO
1076,556,1982,36,Francia,4025,Dominique Rocheteau,46,NO,NO
1077,556,1982,36,Francia,4025,Dominique Rocheteau,68,NO,NO
1078,556,1982,36,Francia,3922,Alain Giresse,80,NO,NO
1079,556,1982,47,Irlanda del Norte,2225,Gerry Armstrong,75,NO,NO
1080,559,1982,51,Italia,5595,Bruno Conti,18,NO,NO
1081,559,1982,63,Perú,2154,Ruben Diaz,83,NO,NO
1082,561,1982,64,Polonia,3156,Wlodimierz Smolarek,55,NO,NO
1083,561,1982,64,Polonia,3110,Grzegorz Lato,58,NO,NO
1084,561,1982,64,Polonia,3035,Zbigniew Boniek,61,NO,NO
1085,561,1982,64,Polonia,3041,Andrzej Buncol,68,NO,NO
1086,561,1982,64,Polonia,3045,Wlodzimierz Ciolek,76,NO,NO
1087,561,1982,63,Perú,2175,Guillermo La Rosa,83,NO,NO
1088,562,1982,51,Italia,5651,Francesco Graziani,60,NO,NO
1089,562,1982,14,Camerún,930,Gregoire Mbida,61,NO,NO
1090,563,1982,,Alemania Occidental,6265,Karl-Heinz Rummenigge,67,NO,NO
1091,563,1982,5,Argelia,6875,Rabah Madjer,54,NO,NO
1092,563,1982,5,Argelia,6835,Lakhdar Belloumi,68,NO,NO
1093,564,1982,8,Austria,4638,Walter Schachner,22,NO,NO
1094,565,1982,,Alemania Occidental,6265,Karl-Heinz Rummenigge,9,NO,NO
1095,565,1982,,Alemania Occidental,6265,Karl-Heinz Rummenigge,57,NO,NO
1096,565,1982,,Alemania Occidental,6265,Karl-Heinz Rummenigge,66,NO,NO
1097,565,1982,,Alemania Occidental,6256,Uwe Reinders,83,NO,NO
1098,565,1982,17,Chile,709,Gustavo Moscoso,90,NO,NO
1099,566,1982,8,Austria,4638,Walter Schachner,55,NO,NO
1100,566,1982,8,Austria,4603,Hans Krankl,67,NO,NO
1101,567,1982,5,Argelia,6831,Salah Assad,7,NO,NO
1102,567,1982,5,Argelia,6831,Salah Assad,31,NO,NO
1103,567,1982,5,Argelia,6839,Tedj Bensaoula,35,NO,NO
1104,567,1982,17,Chile,717,Miguel Neira,59,SI,NO
1105,567,1982,17,Chile,696,Juan Letelier,73,NO,NO
1106,568,1982,,Alemania Occidental,6149,Horst Hrubesch,10,NO,NO
1107,569,1982,13,Bélgica,6731,Erwin Vandenbergh,62,NO,NO
1108,570,1982,42,Hungría,7579,Tibor Nyilasi,4,NO,NO
1109,570,1982,42,Hungría,7586,Gabor Poloskei,11,NO,NO
1110,570,1982,42,Hungría,7521,Laszlo Fazekas,23,NO,NO
1111,570,1982,42,Hungría,7622,Jozsef Toth,50,NO,NO
1112,570,1982,42,Hungría,7521,Laszlo Fazekas,54,NO,NO
1113,570,1982,42,Hungría,7550,Laszlo Kiss,69,NO,NO
1114,570,1982,42,Hungría,7608,Lazar Szentes,70,NO,NO
1115,570,1982,42,Hungría,7550,Laszlo Kiss,72,NO,NO
1116,570,1982,42,Hungría,7550,Laszlo Kiss,76,NO,NO
1117,570,1982,42,Hungría,7579,Tibor Nyilasi,83,NO,NO
1118,570,1982,29,El Salvador,848,Luis Ramirez,64,NO,NO
1119,571,1982,6,Argentina,5186,Daniel Bertoni,26,NO,NO
1120,571,1982,6,Argentina,5307,Diego Maradona,28,NO,NO
1121,571,1982,6,Argentina,5307,Diego Maradona,57,NO,NO
1122,571,1982,6,Argentina,5163,Osvaldo Ardiles,60,NO,NO
1123,571,1982,42,Hungría,7586,Gabor Poloskei,76,NO,NO
1124,572,1982,13,Bélgica,6579,Ludo Coeck,19,NO,NO
1125,573,1982,13,Bélgica,6584,Alex Czerniatynski,76,NO,NO
1126,573,1982,42,Hungría,7627,Jozsef Varga,27,NO,NO
1127,574,1982,6,Argentina,5350,Daniel Passarella,22,SI,NO
1128,574,1982,6,Argentina,5186,Daniel Bertoni,54,NO,NO
1129,575,1982,44,Inglaterra,1379,Bryan Robson,1,NO,NO
1130,575,1982,44,Inglaterra,1379,Bryan Robson,67,NO,NO
1131,575,1982,44,Inglaterra,1332,Paul Mariner,83,NO,NO
1132,575,1982,36,Francia,4043,Gerard Soler,24,NO,NO
1133,576,1982,,Checoslovaquia,544,Antonin Panenka,21,SI,NO
1134,576,1982,54,Kuwait,7902,Faisal Al Dakhil,57,NO,NO
1135,577,1982,44,Inglaterra,1279,Trevor Francis,62,NO,NO
1136,577,1982,44,Inglaterra,434,Jozef Barmos,66,NO,SI
1137,578,1982,36,Francia,3918,Bernard Genghini,31,NO,NO
1138,578,1982,36,Francia,4012,Michel Platini,43,NO,NO
1139,578,1982,36,Francia,4042,Didier Six,48,NO,NO
1140,578,1982,36,Francia,3852,Maxime Bossis,89,NO,NO
1141,578,1982,54,Kuwait,7901,Abdulaziz Al Balushi,75,NO,NO
1142,579,1982,36,Francia,4042,Didier Six,66,NO,NO
1143,579,1982,,Checoslovaquia,544,Antonin Panenka,84,SI,NO
1144,580,1982,44,Inglaterra,1279,Trevor Francis,27,NO,NO
1145,581,1982,34,España,4974,Lopez Ufarte,65,SI,NO
1146,581,1982,41,Honduras,245,Hector Zelaya,7,NO,NO
1147,583,1982,34,España,4957,Juanito,14,SI,NO
1148,583,1982,34,España,5062,Enrique Saura,66,NO,NO
1149,583,1982,,Yugoslavia,3583,Ivan Gudelj,10,NO,NO
1150,584,1982,41,Honduras,219,Eduardo Laing,60,NO,NO
1151,584,1982,47,Irlanda del Norte,2225,Gerry Armstrong,9,NO,NO
1152,585,1982,,Yugoslavia,3700,Vladimir Petrovic,88,SI,NO
1153,586,1982,47,Irlanda del Norte,2225,Gerry Armstrong,47,NO,NO
1154,587,1982,11,Brasil,1805,Socrates,75,NO,NO
1155,587,1982,11,Brasil,3225,Eder,88,NO,NO
1156,587,1982,,URSS,253,Andrei Bal,34,NO,NO
1157,588,1982,31,Escocia,2314,Kenny Dalglish,18,NO,NO
1158,588,1982,31,Escocia,2413,John Wark,29,NO,NO
1159,588,1982,31,Escocia,2413,John Wark,32,NO,NO
1160,588,1982,31,Escocia,2401,John Robertson,73,NO,NO
1161,588,1982,31,Escocia,2284,Steve Archibald,79,NO,NO
1162,588,1982,59,Nueva Zelanda,5139,Steve Sumner,54,NO,NO
1163,588,1982,59,Nueva Zelanda,5146,Steve Wooddin,64,NO,NO
1164,589,1982,11,Brasil,1843,Zico,33,NO,NO
1165,589,1982,11,Brasil,1744,Oscar,48,NO,NO
1166,589,1982,11,Brasil,3225,Eder,63,NO,NO
1167,589,1982,11,Brasil,1623,Falcao,87,NO,NO
1168,589,1982,31,Escocia,2393,David Narey,18,NO,NO
1169,590,1982,,URSS,298,Yuri Gavrilov,24,NO,NO
1170,590,1982,,URSS,263,Oleg Blokhin,48,NO,NO
1171,590,1982,,URSS,254,Sergei Baltacha,68,NO,NO
1172,591,1982,,URSS,276,Aleksandr Chivadze,59,NO,NO
1173,591,1982,,URSS,397,Ramaz Shengelia,84,NO,NO
1174,591,1982,31,Escocia,2356,Joe Jordan,15,NO,NO
1175,591,1982,31,Escocia,2406,Graeme Souness,86,NO,NO
1176,592,1982,11,Brasil,1843,Zico,28,NO,NO
1177,592,1982,11,Brasil,1843,Zico,31,NO,NO
1178,592,1982,11,Brasil,1623,Falcao,64,NO,NO
1179,592,1982,11,Brasil,1801,Serginho,70,NO,NO
1180,645,1982,,Alemania Occidental,6202,Pierre Littbarski,17,NO,NO
1181,645,1982,,Alemania Occidental,6265,Karl-Heinz Rummenigge,102,NO,NO
1182,645,1982,,Alemania Occidental,6093,Klaus Fischer,108,NO,NO
1183,645,1982,36,Francia,4012,Michel Platini,26,SI,NO
1184,645,1982,36,Francia,4056,Marius Tresor,92,NO,NO
1185,645,1982,36,Francia,3922,Alain Giresse,98,NO,NO
1186,645,1982,51,Italia,5752,Paolo Rossi,22,NO,NO
1187,645,1982,51,Italia,5752,Paolo Rossi,73,NO,NO
1188,645,1982,64,Polonia,3160,Andrzej Szarmach,40,NO,NO
1189,645,1982,64,Polonia,3120,Stefan Majewski,44,NO,NO
1190,645,1982,64,Polonia,3106,Janusz Kupcewicz,46,NO,NO
1191,645,1982,36,Francia,3921,Rene Girard,13,NO,NO
1192,645,1982,36,Francia,3881,Alain Couriol,72,NO,NO
1193,645,1982,51,Italia,5752,Paolo Rossi,57,NO,NO
1194,645,1982,51,Italia,5772,Marco Tardelli,69,NO,NO
1195,645,1982,51,Italia,5520,Alessandro Altobelli,81,NO,NO
1196,645,1982,,Alemania Occidental,6067,Paul Breitner,83,NO,NO
1197,646,1986,12,Bulgaria,2998,Nasko Sirakov,85,NO,NO
1198,646,1986,51,Italia,5520,Alessandro Altobelli,43,NO,NO
1199,647,1986,6,Argentina,5430,Jorge Valdano,6,NO,NO
1200,647,1986,6,Argentina,5390,Oscar Ruggeri,18,NO,NO
1201,647,1986,6,Argentina,5430,Jorge Valdano,46,NO,NO
1202,647,1986,21,Corea del Sur,7071,Chang Sun Park,73,NO,NO
1203,648,1986,21,Corea del Sur,7008,Jong Boo Kim,70,NO,NO
1204,648,1986,12,Bulgaria,2936,Plamen Getov,11,NO,NO
1205,649,1986,51,Italia,5520,Alessandro Altobelli,6,SI,NO
1206,649,1986,6,Argentina,5307,Diego Maradona,34,NO,NO
1207,650,1986,6,Argentina,5430,Jorge Valdano,3,NO,NO
1208,650,1986,6,Argentina,5200,Jorge Burruchaga,76,NO,NO
1209,651,1986,21,Corea del Sur,6948,Soon Ho Choi,62,NO,NO
1210,651,1986,21,Corea del Sur,6973,Jung Moo Huh,83,NO,NO
1211,651,1986,51,Italia,5520,Alessandro Altobelli,17,NO,NO
1212,651,1986,51,Italia,5520,Alessandro Altobelli,73,NO,NO
1213,651,1986,51,Italia,6935,Kwang Rae Cho,82,NO,SI
1214,652,1986,13,Bélgica,6731,Erwin Vandenbergh,45,NO,NO
1215,652,1986,56,México,7831,Fernando Quirarte,23,NO,NO
1216,652,1986,56,México,7864,Hugo Sánchez,39,NO,NO
1217,653,1986,62,Paraguay,4416,Julio Cesar Romero,35,NO,NO
1218,654,1986,56,México,7719,Luis Flores,3,NO,NO
1219,654,1986,62,Paraguay,4416,Julio Cesar Romero,85,NO,NO
1220,655,1986,45,Iraq,1187,Ahmed Radhi,59,NO,NO
1221,655,1986,13,Bélgica,6690,Enzo Scifo,16,NO,NO
1222,655,1986,13,Bélgica,6575,Nico Claesen,21,SI,NO
1223,656,1986,56,México,7831,Fernando Quirarte,54,NO,NO
1224,657,1986,62,Paraguay,4329,Roberto Cabañas,50,NO,NO
1225,657,1986,62,Paraguay,4329,Roberto Cabañas,76,NO,NO
1226,657,1986,13,Bélgica,6738,Frank Vercauteren,30,NO,NO
1227,657,1986,13,Bélgica,6750,Daniel Veyt,59,NO,NO
1228,658,1986,36,Francia,4002,Jean-Pierre Papin,79,NO,NO
1229,659,1986,,URSS,418,Pavel Yakovenko,2,NO,NO
1230,659,1986,,URSS,248,Sergei Aleinikov,4,NO,NO
1231,659,1986,,URSS,257,Igor Belanov,24,SI,NO
1232,659,1986,,URSS,419,Ivan Yaremchuk,66,NO,NO
1233,659,1986,,URSS,7514,Laszlo Dajka,73,NO,SI
1234,659,1986,,URSS,381,Sergei Rodionov,80,NO,NO
1235,660,1986,36,Francia,3912,Luis Fernandez,62,NO,NO
1236,660,1986,,URSS,380,Vasili Rats,53,NO,NO
1237,661,1986,42,Hungría,7519,Marton Esterhazy,2,NO,NO
1238,661,1986,42,Hungría,7515,Lajos Detari,75,NO,NO
1239,662,1986,36,Francia,4045,Yannick Stopyra,29,NO,NO
1240,662,1986,36,Francia,4053,Jean Tigana,62,NO,NO
1241,662,1986,36,Francia,4025,Dominique Rocheteau,84,NO,NO
1242,663,1986,,URSS,263,Oleg Blokhin,58,NO,NO
1243,663,1986,,URSS,427,Aleksandr Zavarov,74,NO,NO
1244,664,1986,11,Brasil,1805,Socrates,62,NO,NO
1245,665,1986,5,Argelia,6901,Djamel Zidane,59,NO,NO
1246,665,1986,47,Irlanda del Norte,2278,Norman Whiteside,6,NO,NO
1247,666,1986,11,Brasil,1569,Careca,66,NO,NO
1248,667,1986,47,Irlanda del Norte,2235,Colin Clarke,47,NO,NO
1249,667,1986,34,España,4880,Emilio Butragueño,2,NO,NO
1250,667,1986,34,España,4959,Julio Salinas,18,NO,NO
1251,668,1986,34,España,4881,Ramon Maria Caldere,15,NO,NO
1252,668,1986,34,España,4881,Ramon Maria Caldere,68,NO,NO
1253,668,1986,34,España,4914,Eloy,70,NO,NO
1254,669,1986,11,Brasil,1569,Careca,15,NO,NO
1255,669,1986,11,Brasil,1671,Josimar,42,NO,NO
1256,669,1986,11,Brasil,1569,Careca,87,NO,NO
1257,670,1986,26,Dinamarca,4208,Preben Elkjaer Larsen,57,NO,NO
1258,671,1986,80,Uruguay,5806,Antonio Alzamendi,4,NO,NO
1259,671,1986,,Alemania Occidental,6039,Klaus Allofs,84,NO,NO
1260,672,1986,,Alemania Occidental,6306,Rudi Voeller,22,NO,NO
1261,672,1986,,Alemania Occidental,6039,Klaus Allofs,50,NO,NO
1262,672,1986,31,Escocia,2408,Gordon Strachan,18,NO,NO
1263,673,1986,26,Dinamarca,4208,Preben Elkjaer Larsen,11,NO,NO
1264,673,1986,26,Dinamarca,4247,Soren Lerby,41,NO,NO
1265,673,1986,26,Dinamarca,4243,Michael Laudrup,52,NO,NO
1266,673,1986,26,Dinamarca,4208,Preben Elkjaer Larsen,67,NO,NO
1267,673,1986,26,Dinamarca,4208,Preben Elkjaer Larsen,80,NO,NO
1268,673,1986,26,Dinamarca,4265,Jesper Olsen,88,NO,NO
1269,673,1986,80,Uruguay,5874,Enzo Francescoli,45,SI,NO
1270,674,1986,26,Dinamarca,4265,Jesper Olsen,43,SI,NO
1271,674,1986,26,Dinamarca,4211,John Eriksen,62,NO,NO
1272,677,1986,65,Portugal,3207,Carlos Manuel,75,NO,NO
1273,679,1986,64,Polonia,3156,Wlodimierz Smolarek,68,NO,NO
1274,680,1986,44,Inglaterra,1325,Gary Lineker,9,NO,NO
1275,680,1986,44,Inglaterra,1325,Gary Lineker,14,NO,NO
1276,680,1986,44,Inglaterra,1325,Gary Lineker,34,NO,NO
1277,681,1986,65,Portugal,3222,Diamantino,79,NO,NO
1278,681,1986,55,Marruecos,8375,Abdelrazzak Khairi,19,NO,NO
1279,681,1986,55,Marruecos,8375,Abdelrazzak Khairi,27,NO,NO
1280,681,1986,55,Marruecos,8377,Abdelkarim Krimau,62,NO,NO
1281,734,1986,,URSS,257,Igor Belanov,27,NO,NO
1282,734,1986,,URSS,257,Igor Belanov,70,NO,NO
1283,734,1986,,URSS,257,Igor Belanov,111,SI,NO
1284,734,1986,13,Bélgica,6690,Enzo Scifo,56,NO,NO
1285,734,1986,13,Bélgica,6571,Jan Ceulemans,77,NO,NO
1286,734,1986,13,Bélgica,6605,Stephane Demol,102,NO,NO
1287,734,1986,13,Bélgica,6575,Nico Claesen,110,NO,NO
1288,734,1986,56,México,7804,Manuel Negrete,34,NO,NO
1289,734,1986,56,México,7870,Raul Servin,61,NO,NO
1290,734,1986,11,Brasil,1805,Socrates,30,SI,NO
1291,734,1986,11,Brasil,1671,Josimar,55,NO,NO
1292,734,1986,11,Brasil,1610,Edinho,79,NO,NO
1293,734,1986,11,Brasil,1569,Careca,83,SI,NO
1294,734,1986,6,Argentina,5349,Pedro Pasculli,42,NO,NO
1295,734,1986,,Alemania Occidental,6212,Lothar Matthaeus,87,NO,NO
1296,734,1986,36,Francia,4012,Michel Platini,15,NO,NO
1297,734,1986,36,Francia,4045,Yannick Stopyra,57,NO,NO
1298,734,1986,44,Inglaterra,1325,Gary Lineker,31,NO,NO
1299,734,1986,44,Inglaterra,1213,Peter Beardsley,56,NO,NO
1300,734,1986,44,Inglaterra,1325,Gary Lineker,73,NO,NO
1301,734,1986,26,Dinamarca,4265,Jesper Olsen,33,SI,NO
1302,734,1986,34,España,4880,Emilio Butragueño,43,NO,NO
1303,734,1986,34,España,4880,Emilio Butragueño,56,NO,NO
1304,734,1986,34,España,4933,Goikoetxea,68,SI,NO
1305,734,1986,34,España,4880,Emilio Butragueño,80,NO,NO
1306,734,1986,34,España,4880,Emilio Butragueño,89,SI,NO
1307,734,1986,11,Brasil,1569,Careca,17,NO,NO
1308,734,1986,36,Francia,4012,Michel Platini,40,NO,NO
1309,734,1986,6,Argentina,5307,Diego Maradona,51,NO,NO
1310,734,1986,6,Argentina,5307,Diego Maradona,54,NO,NO
1311,734,1986,44,Inglaterra,1325,Gary Lineker,80,NO,NO
1312,734,1986,13,Bélgica,6571,Jan Ceulemans,35,NO,NO
1313,734,1986,34,España,5064,Juan Antonio Senor,85,NO,NO
1314,734,1986,6,Argentina,5307,Diego Maradona,51,NO,NO
1315,734,1986,6,Argentina,5307,Diego Maradona,63,NO,NO
1316,734,1986,,Alemania Occidental,6066,Andreas Brehme,9,NO,NO
1317,734,1986,,Alemania Occidental,6306,Rudi Voeller,89,NO,NO
1318,734,1986,13,Bélgica,6571,Jan Ceulemans,11,NO,NO
1319,734,1986,13,Bélgica,6575,Nico Claesen,73,NO,NO
1320,734,1986,36,Francia,3913,Jean-Marc Ferreri,27,NO,NO
1321,734,1986,36,Francia,4002,Jean-Pierre Papin,43,NO,NO
1322,734,1986,36,Francia,3918,Bernard Genghini,104,NO,NO
1323,734,1986,36,Francia,3822,Manuel Amoros,111,SI,NO
1324,734,1986,6,Argentina,5197,Jose Brown,23,NO,NO
1325,734,1986,6,Argentina,5430,Jorge Valdano,55,NO,NO
1326,734,1986,6,Argentina,5200,Jorge Burruchaga,83,NO,NO
1327,734,1986,,Alemania Occidental,6265,Karl-Heinz Rummenigge,74,NO,NO
1328,734,1986,,Alemania Occidental,6306,Rudi Voeller,80,NO,NO
1329,735,1990,51,Italia,5758,Salvatore Schillaci,78,NO,NO
1330,736,1990,35,Estados Unidos,2764,Paul Caligiuri,60,NO,NO
1331,736,1990,,Checoslovaquia,576,Tomas Skuhravy,26,NO,NO
1332,736,1990,,Checoslovaquia,440,Michal Bilek,40,SI,NO
1333,736,1990,,Checoslovaquia,470,Ivan Hasek,50,NO,NO
1334,736,1990,,Checoslovaquia,576,Tomas Skuhravy,78,NO,NO
1335,736,1990,,Checoslovaquia,522,Milan Luhovy,90,NO,NO
1336,737,1990,51,Italia,5646,Giuseppe Giannini,11,NO,NO
1337,738,1990,,Checoslovaquia,440,Michal Bilek,31,SI,NO
1338,739,1990,51,Italia,5758,Salvatore Schillaci,9,NO,NO
1339,739,1990,51,Italia,5533,Roberto Baggio,78,NO,NO
1340,740,1990,8,Austria,4616,Andeas Ogris,49,NO,NO
1341,740,1990,8,Austria,4635,Gerhard Rodax,63,NO,NO
1342,740,1990,35,Estados Unidos,2853,Bruce Murray,83,NO,NO
1343,741,1990,14,Camerún,961,Francois Omam-Biyik,67,NO,NO
1344,742,1990,68,Rumania,1898,Marius Lacatus,41,NO,NO
1345,742,1990,68,Rumania,1898,Marius Lacatus,55,SI,NO
1346,743,1990,6,Argentina,5425,Pedro Troglio,27,NO,NO
1347,743,1990,6,Argentina,5200,Jorge Burruchaga,79,NO,NO
1348,744,1990,14,Camerún,936,Roger Milla,76,NO,NO
1349,744,1990,14,Camerún,936,Roger Milla,86,NO,NO
1350,744,1990,68,Rumania,1851,Gavril Balint,88,NO,NO
1351,745,1990,6,Argentina,5325,Pedro Monzon,62,NO,NO
1352,745,1990,68,Rumania,1851,Gavril Balint,68,NO,NO
1353,746,1990,,URSS,377,Oleg Protasov,20,NO,NO
1354,746,1990,,URSS,431,Andrei Zygmantovich,29,NO,NO
1355,746,1990,,URSS,427,Aleksandr Zavarov,52,NO,NO
1356,746,1990,,URSS,285,Igor Dobrovolskyi,63,NO,NO
1357,747,1990,11,Brasil,1569,Careca,40,NO,NO
1358,747,1990,11,Brasil,1569,Careca,63,NO,NO
1359,747,1990,73,Suecia,3366,Tomas Brolin,79,NO,NO
1360,748,1990,22,Costa Rica,1979,Juan Cayasso,49,NO,NO
1361,749,1990,11,Brasil,1731,Muller,33,NO,NO
1362,750,1990,73,Suecia,3513,Glenn Stromberg,86,NO,NO
1363,750,1990,31,Escocia,2373,Stuart Mccall,11,NO,NO
1364,750,1990,31,Escocia,2351,Mo Johnston,81,SI,NO
1365,751,1990,11,Brasil,1731,Muller,81,NO,NO
1366,752,1990,73,Suecia,3378,Johnny Ekstrom,32,NO,NO
1367,752,1990,22,Costa Rica,1994,Roger Flores,75,NO,NO
1368,752,1990,22,Costa Rica,2023,Hernan Medford,87,NO,NO
1369,753,1990,19,Colombia,2712,Bernardo Redin,50,NO,NO
1370,753,1990,19,Colombia,2725,Carlos Valderrama,85,NO,NO
1371,754,1990,,Alemania Occidental,6212,Lothar Matthaeus,28,NO,NO
1372,754,1990,,Alemania Occidental,6174,Juergen Klinsmann,39,NO,NO
1373,754,1990,,Alemania Occidental,6212,Lothar Matthaeus,64,NO,NO
1374,754,1990,,Alemania Occidental,6306,Rudi Voeller,70,NO,NO
1375,754,1990,,Yugoslavia,3610,Davor Jozic,55,NO,NO
1376,755,1990,,Yugoslavia,3610,Davor Jozic,75,NO,NO
1377,756,1990,,Alemania Occidental,6306,Rudi Voeller,35,NO,NO
1378,756,1990,,Alemania Occidental,6174,Juergen Klinsmann,37,NO,NO
1379,756,1990,,Alemania Occidental,6212,Lothar Matthaeus,47,NO,NO
1380,756,1990,,Alemania Occidental,6053,Uwe Bein,58,NO,NO
1381,756,1990,,Alemania Occidental,6306,Rudi Voeller,75,NO,NO
