id_partido,anio,num_partido,fecha,etapa,id_local,local,id_visitante,visitante,goles_local,goles_visitante,tiempo_extra,penales,penales_local,penales_visitante
529,1978,60,11-Jun-1978,"1ra Ronda, Grupo 3",11,Brasil,8,Austria,1,0,NO,NO,,
530,1978,61,14-Jun-1978,"2da Ronda, Grupo A",60,Paises Bajos,8,Austria,5,1,NO,NO,,
531,1978,62,14-Jun-1978,"2da Ronda, Grupo A",,Alemania Occidental,51,Italia,0,0,NO,NO,,
532,1978,63,14-Jun-1978,"2da Ronda, Grupo B",11,Brasil,63,Perú,3,0,NO,NO,,
533,1978,64,14-Jun-1978,"2da Ronda, Grupo B",6,Argentina,64,Polonia,2,0,NO,NO,,
534,1978,65,18-Jun-1978,"2da Ronda, Grupo B",6,Argentina,11,Brasil,0,0,NO,NO,,
535,1978,66,18-Jun-1978,"2da Ronda, Grupo B",64,Polonia,63,Perú,1,0,NO,NO,,
536,1978,67,18-Jun-1978,"2da Ronda, Grupo A",,Alemania Occidental,60,Paises Bajos,2,2,NO,NO,,
537,1978,68,18-Jun-1978,"2da Ronda, Grupo A",51,Italia,8,Austria,1,0,NO,NO,,
538,1978,69,21-Jun-1978,"2da Ronda, Grupo B",6,Argentina,63,Perú,6,0,NO,NO,,
539,1978,70,21-Jun-1978,"2da Ronda, Grupo A",60,Paises Bajos,51,Italia,2,1,NO,NO,,
540,1978,71,21-Jun-1978,"2da Ronda, Grupo B",11,Brasil,64,Polonia,3,1,NO,NO,,
541,1978,72,21-Jun-1978,"2da Ronda, Grupo A",8,Austria,,Alemania Occidental,3,2,NO,NO,,
542,1978,73,24-Jun-1978,3er Puesto,11,Brasil,51,Italia,2,1,NO,NO,,
543,1978,74,25-Jun-1978,Final,6,Argentina,60,Paises Bajos,3,1,SI,NO,,
544,1978,75,24-Jun-1978,,11,Brasil,51,Italia,2,1,NO,NO,,
