id_partido,anio,num_partido,fecha,etapa,id_local,local,id_visitante,visitante,goles_local,goles_visitante,tiempo_extra,penales,penales_local,penales_visitante
110,1950,39,09-Jul-1950,Ronda Final,11,Brasil,73,Suecia,7,1,NO,NO,,
111,1950,40,09-Jul-1950,Ronda Final,80,Uruguay,34,España,2,2,NO,NO,,
112,1950,41,13-Jul-1950,Ronda Final,80,Uruguay,73,Suecia,3,2,NO,NO,,
113,1950,42,13-Jul-1950,Ronda Final,11,Brasil,34,España,6,1,NO,NO,,
114,1950,43,16-Jul-1950,Ronda Final,73,Suecia,34,España,3,1,NO,NO,,
115,1950,44,16-Jul-1950,Ronda Final,80,Uruguay,11,Brasil,2,1,NO,NO,,
116,1954,1,16-Jun-1954,Grupo 1,11,Brasil,56,México,5,0,NO,NO,,
117,1954,2,16-Jun-1954,Grupo 1,,Yugoslavia,36,Francia,1,0,NO,NO,,
118,1954,3,19-Jun-1954,Grupo 1,11,Brasil,,Yugoslavia,1,1,NO,NO,,
119,1954,4,19-Jun-1954,Grupo 1,36,Francia,56,México,3,2,NO,NO,,
120,1954,5,17-Jun-1954,Grupo 2,,Alemania Occidental,77,Turquía,4,1,NO,NO,,
121,1954,6,17-Jun-1954,Grupo 2,42,Hungría,21,Corea del Sur,9,0,NO,NO,,
122,1954,7,20-Jun-1954,Grupo 2,42,Hungría,,Alemania Occidental,8,3,NO,NO,,
123,1954,8,20-Jun-1954,Grupo 2,77,Turquía,21,Corea del Sur,7,0,NO,NO,,
124,1954,9,23-Jun-1954,Grupo 2,,Alemania Occidental,77,Turquía,7,2,NO,NO,,
125,1954,10,16-Jun-1954,Grupo 3,8,Austria,31,Escocia,1,0,NO,NO,,
126,1954,11,16-Jun-1954,Grupo 3,80,Uruguay,,Checoslovaquia,2,0,NO,NO,,
127,1954,12,19-Jun-1954,Grupo 3,8,Austria,,Checoslovaquia,5,0,NO,NO,,
128,1954,13,19-Jun-1954,Grupo 3,80,Uruguay,31,Escocia,7,0,NO,NO,,
129,1954,14,17-Jun-1954,Grupo 4,44,Inglaterra,13,Bélgica,4,4,NO,NO,,
130,1954,15,17-Jun-1954,Grupo 4,74,Suiza,51,Italia,2,1,NO,NO,,
131,1954,16,20-Jun-1954,Grupo 4,44,Inglaterra,74,Suiza,2,0,NO,NO,,
132,1954,17,20-Jun-1954,Grupo 4,51,Italia,13,Bélgica,4,1,NO,NO,,
133,1954,18,23-Jun-1954,Grupo 4,74,Suiza,51,Italia,4,1,NO,NO,,
134,1954,19,16-Jun-1954,"1ra Ronda, Grupo 1",,Yugoslavia,36,Francia,1,0,NO,NO,,
135,1954,20,16-Jun-1954,"1ra Ronda, Grupo 3",8,Austria,31,Escocia,1,0,NO,NO,,
136,1954,21,16-Jun-1954,"1ra Ronda, Grupo 3",80,Uruguay,,Checoslovaquia,2,0,NO,NO,,
137,1954,22,16-Jun-1954,"1ra Ronda, Grupo 1",11,Brasil,56,México,5,0,NO,NO,,
138,1954,23,17-Jun-1954,"1ra Ronda, Grupo 2",42,Hungría,21,Corea del Sur,9,0,NO,NO,,
139,1954,24,17-Jun-1954,"1ra Ronda, Grupo 4",44,Inglaterra,13,Bélgica,4,4,SI,NO,,
140,1954,25,17-Jun-1954,"1ra Ronda, Grupo 2",,Alemania Occidental,77,Turquía,4,1,NO,NO,,
141,1954,26,17-Jun-1954,"1ra Ronda, Grupo 4",74,Suiza,51,Italia,2,1,NO,NO,,
142,1954,27,19-Jun-1954,"1ra Ronda, Grupo 1",36,Francia,56,México,3,2,NO,NO,,
143,1954,28,19-Jun-1954,"1ra Ronda, Grupo 1",11,Brasil,,Yugoslavia,1,1,SI,NO,,
144,1954,29,19-Jun-1954,"1ra Ronda, Grupo 3",8,Austria,,Checoslovaquia,5,0,NO,NO,,
145,1954,30,19-Jun-1954,"1ra Ronda, Grupo 3",80,Uruguay,31,Escocia,7,0,NO,NO,,
146,1954,31,20-Jun-1954,"1ra Ronda, Grupo 2",42,Hungría,,Alemania Occidental,8,3,NO,NO,,
147,1954,32,20-Jun-1954,"1ra Ronda, Grupo 2",77,Turquía,21,Corea del Sur,7,0,NO,NO,,
148,1954,33,20-Jun-1954,"1ra Ronda, Grupo 4",44,Inglaterra,74,Suiza,2,0,NO,NO,,
149,1954,34,20-Jun-1954,"1ra Ronda, Grupo 4",51,Italia,13,Bélgica,4,1,NO,NO,,
150,1954,35,23-Jun-1954,"1ra Ronda, Grupo 4",74,Suiza,51,Italia,4,1,NO,NO,,
151,1954,36,23-Jun-1954,"1ra Ronda, Grupo 2",,Alemania Occidental,77,Turquía,7,2,NO,NO,,
152,1954,37,26-Jun-1954,Cuartos,80,Uruguay,44,Inglaterra,4,2,NO,NO,,
153,1954,38,26-Jun-1954,Cuartos,8,Austria,74,Suiza,7,5,NO,NO,,
154,1954,39,27-Jun-1954,Cuartos,42,Hungría,11,Brasil,4,2,NO,NO,,
155,1954,40,27-Jun-1954,Cuartos,,Alemania Occidental,,Yugoslavia,2,0,NO,NO,,
156,1954,41,30-Jun-1954,Semis,42,Hungría,80,Uruguay,4,2,SI,NO,,
157,1954,42,30-Jun-1954,Semis,,Alemania Occidental,8,Austria,6,1,NO,NO,,
158,1954,43,03-Jul-1954,3er Puesto,80,Uruguay,8,Austria,1,3,NO,NO,,
159,1954,44,04-Jul-1954,Final,42,Hungría,,Alemania Occidental,2,3,NO,NO,,
160,1954,45,26-Jun-1954,,8,Austria,74,Suiza,7,5,NO,NO,,
161,1958,1,08-Jun-1958,Grupo 1,6,Argentina,,Alemania Occidental,1,3,NO,NO,,
162,1958,2,08-Jun-1958,Grupo 1,47,Irlanda del Norte,,Checoslovaquia,1,0,NO,NO,,
163,1958,3,11-Jun-1958,Grupo 1,,Alemania Occidental,,Checoslovaquia,2,2,NO,NO,,
164,1958,4,11-Jun-1958,Grupo 1,6,Argentina,47,Irlanda del Norte,3,1,NO,NO,,
165,1958,5,15-Jun-1958,Grupo 1,,Alemania Occidental,47,Irlanda del Norte,2,2,NO,NO,,
166,1958,6,15-Jun-1958,Grupo 1,,Checoslovaquia,6,Argentina,6,1,NO,NO,,
167,1958,7,17-Jun-1958,Grupo 1,47,Irlanda del Norte,,Checoslovaquia,2,1,NO,NO,,
168,1958,8,08-Jun-1958,Grupo 2,36,Francia,62,Paraguay,7,3,NO,NO,,
169,1958,9,08-Jun-1958,Grupo 2,,Yugoslavia,31,Escocia,1,1,NO,NO,,
170,1958,10,11-Jun-1958,Grupo 2,62,Paraguay,31,Escocia,3,2,NO,NO,,
171,1958,11,11-Jun-1958,Grupo 2,,Yugoslavia,36,Francia,3,2,NO,NO,,
172,1958,12,15-Jun-1958,Grupo 2,36,Francia,31,Escocia,2,1,NO,NO,,
173,1958,13,15-Jun-1958,Grupo 2,62,Paraguay,,Yugoslavia,3,3,NO,NO,,
174,1958,14,08-Jun-1958,Grupo 3,42,Hungría,37,Gales,1,1,NO,NO,,
175,1958,15,08-Jun-1958,Grupo 3,73,Suecia,56,México,3,0,NO,NO,,
176,1958,16,11-Jun-1958,Grupo 3,56,México,37,Gales,1,1,NO,NO,,
177,1958,17,12-Jun-1958,Grupo 3,73,Suecia,42,Hungría,2,1,NO,NO,,
178,1958,18,15-Jun-1958,Grupo 3,42,Hungría,56,México,4,0,NO,NO,,
179,1958,19,15-Jun-1958,Grupo 3,73,Suecia,37,Gales,0,0,NO,NO,,
180,1958,20,17-Jun-1958,Grupo 3,37,Gales,42,Hungría,2,1,NO,NO,,
181,1958,21,08-Jun-1958,Grupo 4,11,Brasil,8,Austria,3,0,NO,NO,,
182,1958,22,08-Jun-1958,Grupo 4,,URSS,44,Inglaterra,2,2,NO,NO,,
183,1958,23,11-Jun-1958,Grupo 4,11,Brasil,44,Inglaterra,0,0,NO,NO,,
184,1958,24,11-Jun-1958,Grupo 4,,URSS,8,Austria,2,0,NO,NO,,
185,1958,25,15-Jun-1958,Grupo 4,11,Brasil,,URSS,2,0,NO,NO,,
186,1958,26,15-Jun-1958,Grupo 4,44,Inglaterra,8,Austria,2,2,NO,NO,,
187,1958,27,17-Jun-1958,Grupo 4,,URSS,44,Inglaterra,1,0,NO,NO,,
188,1958,28,08-Jun-1958,"1ra Ronda, Grupo 3",42,Hungría,37,Gales,1,1,NO,NO,,
189,1958,29,08-Jun-1958,"1ra Ronda, Grupo 1",47,Irlanda del Norte,,Checoslovaquia,1,0,NO,NO,,
190,1958,30,08-Jun-1958,"1ra Ronda, Grupo 4",11,Brasil,8,Austria,3,0,NO,NO,,
191,1958,31,08-Jun-1958,"1ra Ronda, Grupo 2",36,Francia,62,Paraguay,7,3,NO,NO,,
192,1958,32,08-Jun-1958,"1ra Ronda, Grupo 1",6,Argentina,,Alemania Occidental,1,3,NO,NO,,
193,1958,33,08-Jun-1958,"1ra Ronda, Grupo 4",,URSS,44,Inglaterra,2,2,NO,NO,,
194,1958,34,08-Jun-1958,"1ra Ronda, Grupo 2",,Yugoslavia,31,Escocia,1,1,NO,NO,,
195,1958,35,08-Jun-1958,"1ra Ronda, Grupo 3",73,Suecia,56,México,3,0,NO,NO,,
196,1958,36,11-Jun-1958,"1ra Ronda, Grupo 2",,Yugoslavia,36,Francia,3,2,NO,NO,,
197,1958,37,11-Jun-1958,"1ra Ronda, Grupo 2",62,Paraguay,31,Escocia,3,2,NO,NO,,
198,1958,38,11-Jun-1958,"1ra Ronda, Grupo 3",56,México,37,Gales,1,1,NO,NO,,
199,1958,39,11-Jun-1958,"1ra Ronda, Grupo 1",,Alemania Occidental,,Checoslovaquia,2,2,NO,NO,,
200,1958,40,11-Jun-1958,"1ra Ronda, Grupo 4",,URSS,8,Austria,2,0,NO,NO,,
201,1958,41,11-Jun-1958,"1ra Ronda, Grupo 1",6,Argentina,47,Irlanda del Norte,3,1,NO,NO,,
202,1958,42,11-Jun-1958,"1ra Ronda, Grupo 4",11,Brasil,44,Inglaterra,0,0,NO,NO,,
203,1958,43,12-Jun-1958,"1ra Ronda, Grupo 3",73,Suecia,42,Hungría,2,1,NO,NO,,
204,1958,44,15-Jun-1958,"1ra Ronda, Grupo 2",36,Francia,31,Escocia,2,1,NO,NO,,
205,1958,45,15-Jun-1958,"1ra Ronda, Grupo 3",73,Suecia,37,Gales,0,0,NO,NO,,
206,1958,46,15-Jun-1958,"1ra Ronda, Grupo 1",,Alemania Occidental,47,Irlanda del Norte,2,2,NO,NO,,
207,1958,47,15-Jun-1958,"1ra Ronda, Grupo 2",62,Paraguay,,Yugoslavia,3,3,NO,NO,,
208,1958,48,15-Jun-1958,"1ra Ronda, Grupo 4",11,Brasil,,URSS,2,0,NO,NO,,
209,1958,49,15-Jun-1958,"1ra Ronda, Grupo 4",44,Inglaterra,8,Austria,2,2,NO,NO,,
210,1958,50,15-Jun-1958,"1ra Ronda, Grupo 3",42,Hungría,56,México,4,0,NO,NO,,
211,1958,51,15-Jun-1958,"1ra Ronda, Grupo 1",,Checoslovaquia,6,Argentina,6,1,NO,NO,,
212,1958,52,17-Jun-1958,"1ra Ronda, Grupo 1",47,Irlanda del Norte,,Checoslovaquia,2,1,SI,NO,,
213,1958,53,17-Jun-1958,"1ra Ronda, Grupo 3",37,Gales,42,Hungría,2,1,NO,NO,,
214,1958,54,17-Jun-1958,"1ra Ronda, Grupo 4",,URSS,44,Inglaterra,1,0,NO,NO,,
215,1958,55,19-Jun-1958,Cuartos,36,Francia,47,Irlanda del Norte,4,0,NO,NO,,
216,1958,56,19-Jun-1958,Cuartos,,Alemania Occidental,,Yugoslavia,1,0,NO,NO,,
217,1958,57,19-Jun-1958,Cuartos,11,Brasil,37,Gales,1,0,NO,NO,,
218,1958,58,19-Jun-1958,Cuartos,73,Suecia,,URSS,2,0,NO,NO,,
219,1958,59,24-Jun-1958,Semis,,Alemania Occidental,73,Suecia,1,3,NO,NO,,
220,1958,60,24-Jun-1958,Semis,36,Francia,11,Brasil,2,5,NO,NO,,
221,1958,61,28-Jun-1958,3er Puesto,,Alemania Occidental,36,Francia,3,6,NO,NO,,
222,1958,62,29-Jun-1958,Final,73,Suecia,11,Brasil,2,5,NO,NO,,
223,1958,63,19-Jun-1958,,,Alemania Occidental,,Yugoslavia,1,0,NO,NO,,
224,1962,1,30-May-1962,Grupo 1,80,Uruguay,19,Colombia,2,1,NO,NO,,
225,1962,2,31-May-1962,Grupo 1,,URSS,,Yugoslavia,2,0,NO,NO,,
226,1962,3,02-Jun-1962,Grupo 1,,Yugoslavia,80,Uruguay,3,1,NO,NO,,
227,1962,4,03-Jun-1962,Grupo 1,,URSS,19,Colombia,4,4,NO,NO,,
228,1962,5,06-Jun-1962,Grupo 1,,URSS,80,Uruguay,2,1,NO,NO,,
229,1962,6,07-Jun-1962,Grupo 1,,Yugoslavia,19,Colombia,5,0,NO,NO,,
230,1962,7,30-May-1962,Grupo 2,17,Chile,74,Suiza,3,1,NO,NO,,
231,1962,8,31-May-1962,Grupo 2,,Alemania Occidental,51,Italia,0,0,NO,NO,,
232,1962,9,02-Jun-1962,Grupo 2,17,Chile,51,Italia,2,0,NO,NO,,
233,1962,10,03-Jun-1962,Grupo 2,,Alemania Occidental,74,Suiza,2,1,NO,NO,,
234,1962,11,06-Jun-1962,Grupo 2,,Alemania Occidental,17,Chile,2,0,NO,NO,,
235,1962,12,07-Jun-1962,Grupo 2,51,Italia,74,Suiza,3,0,NO,NO,,
236,1962,13,30-May-1962,Grupo 3,11,Brasil,56,México,2,0,NO,NO,,
237,1962,14,31-May-1962,Grupo 3,,Checoslovaquia,34,España,1,0,NO,NO,,
238,1962,15,02-Jun-1962,Grupo 3,11,Brasil,,Checoslovaquia,0,0,NO,NO,,
239,1962,16,03-Jun-1962,Grupo 3,34,España,56,México,1,0,NO,NO,,
240,1962,17,06-Jun-1962,Grupo 3,11,Brasil,34,España,2,1,NO,NO,,
241,1962,18,07-Jun-1962,Grupo 3,56,México,,Checoslovaquia,3,1,NO,NO,,
242,1962,19,30-May-1962,Grupo 4,6,Argentina,12,Bulgaria,1,0,NO,NO,,
243,1962,20,31-May-1962,Grupo 4,42,Hungría,44,Inglaterra,2,1,NO,NO,,
244,1962,21,02-Jun-1962,Grupo 4,44,Inglaterra,6,Argentina,3,1,NO,NO,,
245,1962,22,03-Jun-1962,Grupo 4,42,Hungría,12,Bulgaria,6,1,NO,NO,,
246,1962,23,06-Jun-1962,Grupo 4,42,Hungría,6,Argentina,0,0,NO,NO,,
247,1962,24,07-Jun-1962,Grupo 4,44,Inglaterra,12,Bulgaria,0,0,NO,NO,,
248,1962,25,30-May-1962,"1ra Ronda, Grupo 1",80,Uruguay,19,Colombia,2,1,NO,NO,,
249,1962,26,30-May-1962,"1ra Ronda, Grupo 3",11,Brasil,56,México,2,0,NO,NO,,
250,1962,27,30-May-1962,"1ra Ronda, Grupo 2",17,Chile,74,Suiza,3,1,NO,NO,,
251,1962,28,30-May-1962,"1ra Ronda, Grupo 4",6,Argentina,12,Bulgaria,1,0,NO,NO,,
252,1962,29,31-May-1962,"1ra Ronda, Grupo 3",,Checoslovaquia,34,España,1,0,NO,NO,,
253,1962,30,31-May-1962,"1ra Ronda, Grupo 1",,URSS,,Yugoslavia,2,0,NO,NO,,
254,1962,31,31-May-1962,"1ra Ronda, Grupo 4",42,Hungría,44,Inglaterra,2,1,NO,NO,,
255,1962,32,31-May-1962,"1ra Ronda, Grupo 2",,Alemania Occidental,51,Italia,0,0,NO,NO,,
256,1962,33,02-Jun-1962,"1ra Ronda, Grupo 2",17,Chile,51,Italia,2,0,NO,NO,,
257,1962,34,02-Jun-1962,"1ra Ronda, Grupo 3",11,Brasil,,Checoslovaquia,0,0,NO,NO,,
258,1962,35,02-Jun-1962,"1ra Ronda, Grupo 1",,Yugoslavia,80,Uruguay,3,1,NO,NO,,
259,1962,36,02-Jun-1962,"1ra Ronda, Grupo 4",44,Inglaterra,6,Argentina,3,1,NO,NO,,
260,1962,37,03-Jun-1962,"1ra Ronda, Grupo 4",42,Hungría,12,Bulgaria,6,1,NO,NO,,
261,1962,38,03-Jun-1962,"1ra Ronda, Grupo 1",,URSS,19,Colombia,4,4,NO,NO,,
262,1962,39,03-Jun-1962,"1ra Ronda, Grupo 3",34,España,56,México,1,0,NO,NO,,
263,1962,40,03-Jun-1962,"1ra Ronda, Grupo 2",,Alemania Occidental,74,Suiza,2,1,NO,NO,,
264,1962,41,06-Jun-1962,"1ra Ronda, Grupo 2",,Alemania Occidental,17,Chile,2,0,NO,NO,,
265,1962,42,06-Jun-1962,"1ra Ronda, Grupo 4",42,Hungría,6,Argentina,0,0,NO,NO,,
266,1962,43,06-Jun-1962,"1ra Ronda, Grupo 1",,URSS,80,Uruguay,2,1,NO,NO,,
