id_tarjeta,anio,id_seleccion,seleccion,id_jugador,jugador,amarillas,rojas
1950,2018,36,Francia,4013,Paul Pogba,1,0
1951,2018,71,Serbia,3704,Aleksandar Prijović,1,0
1952,2018,65,Portugal,3299,Ricardo Quaresma,1,0
1953,2018,24,Croacia,1137,Ivan Rakitic,1,0
1954,2018,7,Australia,7357,Josh Risdon,1,0
1955,2018,19,Colombia,2715,James Rodríguez,1,0
1956,2018,80,Uruguay,5978,Cristian Rodríguez,1,0
1957,2018,7,Australia,7358,Tom Rogic,1,0
1958,2018,6,Argentina,5383,Marcos Rojo,1,0
1959,2018,70,Senegal,1065,Youssouf Sabaly,1,0
1960,2018,49,Islandia,7140,Birkir Már Saevarsson,1,0
1961,2018,56,México,7859,Carlos Salcedo,1,0
1962,2018,70,Senegal,1067,Salif Sané,1,0
1963,2018,74,Suiza,8190,Xherdan Shaqiri,1,0
1964,2018,53,Japón,164,Gaku Shibasaki,1,0
1965,2018,48,Irán,4176,Masoud Shojaei,1,0
1966,2018,65,Portugal,3313,Adrien Silva,1,0
1967,2018,26,Dinamarca,4281,Pione Sisto,1,0
1968,2018,69,Rusia,404,Fyodor Smolov,1,0
1969,2018,65,Portugal,3319,Cédric Soares,1,0
1970,2018,21,Corea del Sur,7086,Heung-Min Son,1,0
1971,2018,44,Inglaterra,1406,John Stones,1,0
1972,2018,24,Croacia,1152,Ivan Strinić,1,0
1973,2018,6,Argentina,5417,Nicolas Tagliafico,1,0
1974,2018,63,Perú,2217,Renato Tapia,1,0
1975,2018,61,Panamá,8431,Luis Tejada,1,0
1976,2018,13,Bélgica,6704,Youri Tielemans,1,0
1977,2018,36,Francia,4054,Corentin Tolisso,1,0
1978,2018,28,Egipto,2122,Trézéguet,1,0
1979,2018,57,Nigeria,4535,William Troost-Ekong,1,0
1980,2018,24,Croacia,1161,Domagoj Vida,1,0
1981,2018,22,Costa Rica,2061,Kendall Waston,1,0
1982,2018,13,Bélgica,6758,Axel Witsel,1,0
1983,2018,74,Suiza,8228,Granit Xhaka,1,0
1984,2018,63,Perú,2224,Yoshimar Yotún,1,0
1985,2018,74,Suiza,8230,Denis Zakaria,1,0
1986,2018,69,Rusia,430,Roman Zobnin,1,0
1987,2022,14,Camerún,861,Vincent Aboubakar,0,1
1988,2022,55,Marruecos,8328,Walid Cheddira,0,1
1989,2022,60,Paises Bajos,6400,Denzel Dumfries,0,1
1990,2022,37,Gales,2545,Wayne Heennesey,0,1
1991,2022,6,Argentina,5150,Marcos Acuña,3,0
1992,2022,6,Argentina,5324,Gonzalo Montiel,3,0
1993,2022,4,Arabia Saudita,4791,Abdulelah Al-Amri,2,0
1994,2022,4,Arabia Saudita,4805,Abdulelah Al-Malki,2,0
1995,2022,22,Costa Rica,1975,Francisco Calvo,2,0
1996,2022,64,Polonia,3043,Matty Cash,2,0
1997,2022,7,Australia,7303,Milos Degenek,2,0
1998,2022,14,Camerún,896,Collins Faï,2,0
1999,2022,71,Serbia,3584,Nemanja Gudelj,2,0
2000,2022,70,Senegal,1039,Idrissa Gana Gueye,2,0
2001,2022,7,Australia,7319,Jackson Irvine,2,0
2002,2022,53,Japón,100,Ko Itakura,2,0
2003,2022,48,Irán,4123,Alireza Jahanbakhsh,2,0
2004,2022,21,Corea del Sur,6990,Woo-young Jung,2,0
2005,2022,24,Croacia,1109,Mateo Kovacic,2,0
2006,2022,71,Serbia,3640,Sasa Lukic,2,0
2007,2022,27,Ecuador,48,Jhegson Méndez,2,0
2008,2022,71,Serbia,3655,Nikola Milenković,2,0
2009,2022,13,Bélgica,6670,Amadou Onana,2,0
2010,2022,6,Argentina,5339,Nicolas Otamendi,2,0
2011,2022,6,Argentina,5348,Leandro Paredes,2,0
2012,2022,71,Serbia,3692,Strahinja Pavlovic,2,0
2013,2022,6,Argentina,5385,Cristian Romero,2,0
2014,2022,74,Suiza,8182,Fabian Schär,2,0
2015,2022,38,Ghana,1504,Alidu Seidu,2,0
2016,2022,78,Túnez,7148,Ali Abdi,1,0
2017,2022,4,Arabia Saudita,4748,Saud Abdulhamid,1,0
2018,2022,35,Estados Unidos,2737,Kellyn Acosta,1,0
2019,2022,35,Estados Unidos,2738,Tyler Adams,1,0
2020,2022,15,Canadá,2456,Sam Adekugbe,1,0
2021,2022,16,Catar,6329,Akram Afif,1,0
2022,2022,16,Catar,6330,Homam Ahmed,1,0
2023,2022,74,Suiza,8037,Manuel Akanji,1,0
2024,2022,60,Paises Bajos,6356,Nathan Aké,1,0
2025,2022,16,Catar,6331,Saad Al Sheeb,1,0
2026,2022,4,Arabia Saudita,4789,Nawaf Al-Abed,1,0
2027,2022,4,Arabia Saudita,4794,Ali Al-Bulaihi,1,0
2028,2022,4,Arabia Saudita,4797,Salem Al-Dawsari,1,0
2029,2022,4,Arabia Saudita,4801,Ali Al-Hassan,1,0
2030,2022,4,Arabia Saudita,4811,Mohammed Al-Owais,1,0
2031,2022,4,Arabia Saudita,4814,Saleh Al-Shehri,1,0
2032,2022,16,Catar,6337,Almoez Ali,1,0
2033,2022,56,México,7638,Roberto Alvarado,1,0
2034,2022,56,México,7639,Edson Álvarez,1,0
2035,2022,55,Marruecos,8299,Selim Amallah,1,0
2036,2022,38,Ghana,1455,Daniel Amartey,1,0
2037,2022,55,Marruecos,8302,Sofyan Amrabat,1,0
2038,2022,56,México,7646,Néstor Araujo,1,0
2039,2022,38,Ghana,1462,Andre Ayew,1,0
2040,2022,4,Arabia Saudita,4823,Hattan Bahebri,1,0
2041,2022,37,Gales,2532,Gareth Bale,1,0
2042,2022,24,Croacia,1080,Borna Barisic,1,0
2043,2022,14,Camerún,869,Christian Bassogog,1,0
2044,2022,7,Australia,7289,Aziz Behich,1,0
2045,2022,80,Uruguay,5818,Rodrigo Bentancur,1,0
2046,2022,64,Polonia,3032,Bartosz Bereszyński,1,0
2047,2022,60,Paises Bajos,6361,Steven Berghuis,1,0
2048,2022,60,Paises Bajos,6363,Steven Bergwijn,1,0
2049,2022,22,Costa Rica,1971,Celso Borges,1,0
2050,2022,16,Catar,6340,Karim Boudiaf,1,0
2051,2022,55,Marruecos,8318,Sofiane Boufal,1,0
2052,2022,24,Croacia,1086,Marcelo Brozovic,1,0
2053,2022,15,Canadá,2459,Tajon Buchanan,1,0
2054,2022,34,España,4879,Sergio Busquets,1,0
2055,2022,80,Uruguay,5827,Martin Caceres,1,0
2056,2022,27,Ecuador,18,Moisés Caicedo,1,0
2057,2022,22,Costa Rica,1977,Joel Campbell,1,0
2058,2022,13,Bélgica,6565,Yannick Carrasco,1,0
2059,2022,11,Brasil,1576,Casemiro,1,0
2060,2022,80,Uruguay,5841,Edinson Cavani,1,0
2061,2022,21,Corea del Sur,6932,Gue-sung Cho,1,0
2062,2022,26,Dinamarca,4198,Andreas Christensen,1,0
2063,2022,70,Senegal,1015,Pathé Ciss,1,0
2064,2022,80,Uruguay,5843,Sebastián Coates,1,0
2065,2022,74,Suiza,8068,Eray Cömert,1,0
2066,2022,22,Costa Rica,1987,Anthony Contreras,1,0
2067,2022,26,Dinamarca,4203,Andreas Cornelius,1,0
2068,2022,11,Brasil,1587,Danilo,1,0
2069,2022,55,Marruecos,8335,Achraf Dari,1,0
2070,2022,15,Canadá,2463,Alphonso Davies,1,0
2071,2022,60,Paises Bajos,6387,Frenkie de Jong,1,0
2072,2022,60,Paises Bajos,6391,Matthijs De Ligt,1,0
2073,2022,36,Francia,3892,Ousmane Dembélé,1,0
2074,2022,13,Bélgica,6606,Leander Dendoncker,1,0
2075,2022,60,Paises Bajos,6397,Memphis Depay,1,0
2076,2022,35,Estados Unidos,2784,Sergiño Dest,1,0
2077,2022,70,Senegal,1021,Boulaye Dia,1,0
2078,2022,65,Portugal,3223,Rúben Dias,1,0
2079,2022,22,Costa Rica,1993,Óscar Duarte,1,0
2080,2022,7,Australia,7306,Mitchell Duke,1,0
2081,2022,74,Suiza,8083,Nico Elvedi,1,0
2082,2022,53,Japón,85,Wataru Endo,1,0
2083,2022,65,Portugal,3229,João Félix,1,0
2084,2022,65,Portugal,3230,Bruno Fernandes,1,0
2085,2022,6,Argentina,5251,Enzo Fernandez,1,0
2086,2022,64,Polonia,3058,Przemyslaw Frankowski,1,0
2087,2022,11,Brasil,1634,Fred,1,0
2088,2022,80,Uruguay,5882,José María Giménez,1,0
2089,2022,36,Francia,3923,Olivier Giroud,1,0
2090,2022,1,Alemania,6110,Leon Goretzka,1,0
2091,2022,36,Francia,3930,Antoine Griezmann,1,0
2092,2022,11,Brasil,1650,Bruno Guimaraes,1,0
2093,2022,56,México,7742,Érick Gutiérrez,1,0
2094,2022,36,Francia,3941,Théo Hernandez,1,0
2095,2022,56,México,7755,Héctor Herrera,1,0
2096,2022,15,Canadá,2470,Junior Hoilett,1,0
2097,2022,48,Irán,4122,Majid Hosseini,1,0
2098,2022,21,Corea del Sur,6975,Hee-chan Hwang,1,0
2099,2022,70,Senegal,1042,Ismail Jakobs,1,0
2100,2022,48,Irán,4125,Abolfazl Jalali,1,0
2101,2022,37,Gales,2548,Dan James,1,0
2102,2022,26,Dinamarca,4227,Mathias Jensen,1,0
2103,2022,15,Canadá,2474,Alistair Johnston,1,0
2104,2022,71,Serbia,3609,Luka Jović,1,0
2105,2022,48,Irán,4127,Hossein Kanaani,1,0
2106,2022,78,Túnez,7216,Wajdi Kechrida,1,0
2107,2022,1,Alemania,6166,Thilo Kehrer,1,0
2108,2022,78,Túnez,7221,Taha Yassine Khenissi,1,0
2109,2022,21,Corea del Sur,7028,Young-Gwon Kim,1,0
2110,2022,1,Alemania,6170,Joshua Kimmich,1,0
2111,2022,64,Polonia,3091,Jakub Kiwior,1,0
2112,2022,60,Paises Bajos,6433,Teun Koopmeiners,1,0
2113,2022,70,Senegal,1044,Kalidou Koulibaly,1,0
2114,2022,36,Francia,3957,Jules Koundé,1,0
2115,2022,26,Dinamarca,4236,Rasmus Kristensen,1,0
2116,2022,64,Polonia,3100,Grzegorz Krychowiak,1,0
2117,2022,38,Ghana,1479,Mohammed Kudus,1,0
2118,2022,14,Camerún,915,Pierre Kunde,1,0
2119,2022,78,Túnez,7224,Aissa Laidouni,1,0
2120,2022,38,Ghana,1483,Tariq Lamptey,1,0
2121,2022,60,Paises Bajos,6439,Noa Lang,1,0
2122,2022,34,España,4966,Aymeric Laporte,1,0
2123,2022,21,Corea del Sur,7045,Kang-in Lee,1,0
2124,2022,24,Croacia,1118,Dominik Livaković,1,0
2125,2022,24,Croacia,1119,Dejan Lovren,1,0
2126,2022,16,Catar,6347,Assim Madibo,1,0
2127,2022,4,Arabia Saudita,4835,Abdullah Madu,1,0
2128,2022,44,Inglaterra,1330,Harry Maguire,1,0
2129,2022,11,Brasil,1713,Marquinhos,1,0
2130,2022,6,Argentina,5311,Lisandro Martinez,1,0
2131,2022,35,Estados Unidos,2846,Weston McKennie,1,0
2132,2022,70,Senegal,1052,Nampalys Mendy,1,0
2133,2022,37,Gales,2557,Chris Mepham,1,0
2134,2022,6,Argentina,5318,Lionel Messi,1,0
2135,2022,13,Bélgica,6656,Thomas Meunier,1,0
2136,2022,64,Polonia,3127,Arkadiusz Milik,1,0
2137,2022,71,Serbia,3657,Sergej Milinković-Savić,1,0
2138,2022,11,Brasil,1724,Eder Militao,1,0
2139,2022,15,Canadá,2484,Kamal Miller,1,0
2140,2022,71,Serbia,3666,Aleksandar Mitrović,1,0
2141,2022,24,Croacia,1124,Luka Modric,1,0
2142,2022,16,Catar,6349,Ismaeel Mohammad,1,0
2143,2022,7,Australia,7347,Aaron Mooy,1,0
2144,2022,56,México,7793,Hector Moreno,1,0
2145,2022,65,Portugal,3277,Rúben Neves,1,0
2146,2022,14,Camerún,954,Nicolas Nkoulou,1,0
2147,2022,80,Uruguay,5941,Darwin Núñez,1,0
2148,2022,80,Uruguay,5943,Mathías Olivera,1,0
2149,2022,15,Canadá,2488,Jonathan Osorio,1,0
2150,2022,55,Marruecos,8391,Azzedine Ounahi,1,0
2151,2022,65,Portugal,3293,Danilo Pereira,1,0
2152,2022,24,Croacia,1130,Bruno Petkovic,1,0
2153,2022,6,Argentina,5364,German Pezzella,1,0
2154,2022,48,Irán,4164,Morteza Pouraliganji,1,0
2155,2022,36,Francia,4015,Adrien Rabiot,1,0
2156,2022,71,Serbia,3713,Predrag Rajković,1,0
2157,2022,37,Gales,2560,Aaron Ramsey,1,0
2158,2022,35,Estados Unidos,2869,Tim Ream,1,0
2159,2022,48,Irán,4167,Ramin Rezaeian,1,0
2160,2022,74,Suiza,8176,Fabian Rieder,1,0
2161,2022,37,Gales,2562,Joe Rodon,1,0
2162,2022,55,Marruecos,8397,Abdelhamid Sabiri,1,0
2163,2022,55,Marruecos,8400,Romain Saïss,1,0
2164,2022,56,México,7866,Jorge Sánchez,1,0
2165,2022,78,Túnez,7248,Ferjani Sassi,1,0
2166,2022,26,Dinamarca,4283,Robert Skov,1,0
2167,2022,80,Uruguay,6010,Luis Suarez,1,0
2168,2022,38,Ghana,1508,Kamaldeen Sulemana,1,0
2169,2022,4,Arabia Saudita,4841,Hassan Tambakti,1,0
2170,2022,53,Japón,174,Shogo Taniguchi,1,0
2171,2022,36,Francia,4048,Aurélien Tchouaméni,1,0
2172,2022,36,Francia,4052,Marcus Thuram,1,0
2173,2022,60,Paises Bajos,6489,Jurrïen Timber,1,0
2174,2022,14,Camerún,981,Nouhou Tolo,1,0
2175,2022,74,Suiza,8210,Rubén Vargas,1,0
2176,2022,65,Portugal,3327,Vitinha,1,0
2177,2022,15,Canadá,2499,Steven Vitoria,1,0
2178,2022,60,Paises Bajos,6533,Wout Weghorst,1,0
2179,2022,74,Suiza,8224,Silvan Widmer,1,0
2180,2022,38,Ghana,1515,Inaki Williams,1,0
2181,2022,74,Suiza,8228,Granit Xhaka,1,0
2182,2022,53,Japón,184,Miki Yamane,1,0
2183,2022,53,Japón,187,Maya Yoshida,1,0
